candidate_id,indicator_id,bps_var_id,year,resolved_th_id,selected_turvar_id,selected_turvar_label,selected_turth_id,source_title,source_unit,source_definition,source_note,source_last_update,claim_type,methodology_regime,raw_snapshot_path,raw_snapshot_sha256
sanitation_access_adequate,adequate_sanitation_access,341,2021,121,0,Tidak ada,0,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak Menurut Kabupaten/Kota,Persen,"Sumber : BPS,  Survei Sosial Ekonomi Nasional (Susenas)",Data dikutip dari Publikasi Provinsi Sumatera Barat dalam Angka,2026-04-07 01:43:31,observed,susenas_adequate_sanitation,data/processed/bps/m28_stage2b_full_history/var-341/2021.json,cbf6c51e5b84f28e5a90c675de29e589ff67c987b5f149684fc72e58a9d9b661
sanitation_access_adequate,adequate_sanitation_access,341,2022,122,0,Tidak ada,0,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak Menurut Kabupaten/Kota,Persen,"Sumber : BPS,  Survei Sosial Ekonomi Nasional (Susenas)",Data dikutip dari Publikasi Provinsi Sumatera Barat dalam Angka,2026-04-07 01:43:31,observed,susenas_adequate_sanitation,data/processed/bps/m28_stage2b_full_history/var-341/2022.json,be06ae2fd260462ee62af7f4e36f16945a5c5cd68d1ec4434f3c2e87a29ca98d
sanitation_access_adequate,adequate_sanitation_access,341,2023,123,0,Tidak ada,0,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak Menurut Kabupaten/Kota,Persen,"Sumber : BPS,  Survei Sosial Ekonomi Nasional (Susenas)",Data dikutip dari Publikasi Provinsi Sumatera Barat dalam Angka,2026-04-07 01:43:31,observed,susenas_adequate_sanitation,data/processed/bps/m28_stage2b_full_history/var-341/2023.json,e2844266cd7ccc80f29f4a84271f1894103d4fd5dfeb8d86781bb03f61f4475e
sanitation_access_adequate,adequate_sanitation_access,341,2024,124,0,Tidak ada,0,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak Menurut Kabupaten/Kota,Persen,"Sumber : BPS,  Survei Sosial Ekonomi Nasional (Susenas)",Data dikutip dari Publikasi Provinsi Sumatera Barat dalam Angka,2026-04-07 01:43:31,observed,susenas_adequate_sanitation,data/processed/bps/m28_stage2b_full_history/var-341/2024.json,8723ff0e56e66fa8be3c0450a0363d18b60b6d35b9600b943f0235faa1965e64
sanitation_access_adequate,adequate_sanitation_access,341,2025,125,0,Tidak ada,0,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak Menurut Kabupaten/Kota,Persen,"Sumber : BPS,  Survei Sosial Ekonomi Nasional (Susenas)",Data dikutip dari Publikasi Provinsi Sumatera Barat dalam Angka,2026-04-07 01:43:31,observed,susenas_adequate_sanitation,data/processed/bps/m28_stage2b_full_history/var-341/2025.json,567ce60d150b455ef4a2e4a483b2ff223be570ac3ba2194913f324e6c7e37556
dependency_ratio_projection,dependency_ratio,756,2020,120,0,Tidak ada,0,[Proyeksi 2020-2035] Dependency Ratio Penduduk Menurut Kabupaten/Kota di Provinsi Sumatera Barat,,,"Sumber: Tahun 2020 merupakan Hasil Long Form Sensus Penduduk 2020 (LF SP2020), Tahun 2021-2024 Hasil Proyeksi Penduduk Kabupaten/Kota Provinsi Sumatera Barat 2020-2035-Hasil Sensusu Penduduk 2020",2025-04-28 11:21:27,observed_census_anchor,lf_sp2020_anchor,data/processed/bps/m28_stage2b_full_history/var-756/2020.json,18831ad7b3e8bc22f0aa48ce863948a9c55694e382a366febee4f0d3984469ef
dependency_ratio_projection,dependency_ratio,756,2021,121,0,Tidak ada,0,[Proyeksi 2020-2035] Dependency Ratio Penduduk Menurut Kabupaten/Kota di Provinsi Sumatera Barat,,,"Sumber: Tahun 2020 merupakan Hasil Long Form Sensus Penduduk 2020 (LF SP2020), Tahun 2021-2024 Hasil Proyeksi Penduduk Kabupaten/Kota Provinsi Sumatera Barat 2020-2035-Hasil Sensusu Penduduk 2020",2025-04-28 11:21:27,model_estimate_projection,population_projection_2020_2035_sp2020_basis,data/processed/bps/m28_stage2b_full_history/var-756/2021.json,7b92a628fa7468022ff91dd08913cdefec9e49e7efd35a917d51c9531702dc1b
dependency_ratio_projection,dependency_ratio,756,2022,122,0,Tidak ada,0,[Proyeksi 2020-2035] Dependency Ratio Penduduk Menurut Kabupaten/Kota di Provinsi Sumatera Barat,,,"Sumber: Tahun 2020 merupakan Hasil Long Form Sensus Penduduk 2020 (LF SP2020), Tahun 2021-2024 Hasil Proyeksi Penduduk Kabupaten/Kota Provinsi Sumatera Barat 2020-2035-Hasil Sensusu Penduduk 2020",2025-04-28 11:21:27,model_estimate_projection,population_projection_2020_2035_sp2020_basis,data/processed/bps/m28_stage2b_full_history/var-756/2022.json,a12330dc0043abfad58f601d254a8ed59e02a7979a65fd527eedc41abab1c4ff
dependency_ratio_projection,dependency_ratio,756,2023,123,0,Tidak ada,0,[Proyeksi 2020-2035] Dependency Ratio Penduduk Menurut Kabupaten/Kota di Provinsi Sumatera Barat,,,"Sumber: Tahun 2020 merupakan Hasil Long Form Sensus Penduduk 2020 (LF SP2020), Tahun 2021-2024 Hasil Proyeksi Penduduk Kabupaten/Kota Provinsi Sumatera Barat 2020-2035-Hasil Sensusu Penduduk 2020",2025-04-28 11:21:27,model_estimate_projection,population_projection_2020_2035_sp2020_basis,data/processed/bps/m28_stage2b_full_history/var-756/2023.json,8e31d41220eadffb802d82e76ad37f2c6dbdc5b9736fc2883d6d7cb3eb3c9fc9
dependency_ratio_projection,dependency_ratio,756,2024,124,0,Tidak ada,0,[Proyeksi 2020-2035] Dependency Ratio Penduduk Menurut Kabupaten/Kota di Provinsi Sumatera Barat,,,"Sumber: Tahun 2020 merupakan Hasil Long Form Sensus Penduduk 2020 (LF SP2020), Tahun 2021-2024 Hasil Proyeksi Penduduk Kabupaten/Kota Provinsi Sumatera Barat 2020-2035-Hasil Sensusu Penduduk 2020",2025-04-28 11:21:27,model_estimate_projection,population_projection_2020_2035_sp2020_basis,data/processed/bps/m28_stage2b_full_history/var-756/2024.json,cd9033f1546be0bd65e710179af80f302d5bc5c53045ea9622f5f2efbdc31a65
internet_access_age5plus,internet_access_age5plus,320,2018,118,595,Pernah Mengakses Internet,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,,"Sumber : BPS, Survei Sosial Ekonomi Nasional",2026-02-28 02:00:54,observed,susenas_age5plus_internet_last_3_months,data/processed/bps/m28_stage2b_full_history/var-320/2018.json,1ba6621526787fc983c8d0ad96198cf8d6c205fa0255620e699cdbca405bf696
internet_access_age5plus,internet_access_age5plus,320,2019,119,595,Pernah Mengakses Internet,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,,"Sumber : BPS, Survei Sosial Ekonomi Nasional",2026-02-28 02:00:54,observed,susenas_age5plus_internet_last_3_months,data/processed/bps/m28_stage2b_full_history/var-320/2019.json,62a1d61236eb81510a499ee9312b91b5599fa6631fc43a96bfd8d81413936fbb
internet_access_age5plus,internet_access_age5plus,320,2020,120,595,Pernah Mengakses Internet,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,,"Sumber : BPS, Survei Sosial Ekonomi Nasional",2026-02-28 02:00:54,observed,susenas_age5plus_internet_last_3_months,data/processed/bps/m28_stage2b_full_history/var-320/2020.json,4437854bd8c031022dc99dcc525a305b13e74604f8a311bf893701272e252896
internet_access_age5plus,internet_access_age5plus,320,2021,121,595,Pernah Mengakses Internet,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,,"Sumber : BPS, Survei Sosial Ekonomi Nasional",2026-02-28 02:00:54,observed,susenas_age5plus_internet_last_3_months,data/processed/bps/m28_stage2b_full_history/var-320/2021.json,6997dae51a270abb1f8e7f498f4fb967e86a7b4e0d0955026ab1f947490a7725
internet_access_age5plus,internet_access_age5plus,320,2022,122,595,Pernah Mengakses Internet,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,,"Sumber : BPS, Survei Sosial Ekonomi Nasional",2026-02-28 02:00:54,observed,susenas_age5plus_internet_last_3_months,data/processed/bps/m28_stage2b_full_history/var-320/2022.json,2a30b0d513b8c3aedaa2d75036778532d233f4f72f99efbcaf5d406c7f42e054
internet_access_age5plus,internet_access_age5plus,320,2023,123,595,Pernah Mengakses Internet,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,,"Sumber : BPS, Survei Sosial Ekonomi Nasional",2026-02-28 02:00:54,observed,susenas_age5plus_internet_last_3_months,data/processed/bps/m28_stage2b_full_history/var-320/2023.json,aac32e0a7956c02ed9b6eee1fe9d819c549f3d8bd3b5a43fb3b3df174c88bc42
internet_access_age5plus,internet_access_age5plus,320,2024,124,595,Pernah Mengakses Internet,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,,"Sumber : BPS, Survei Sosial Ekonomi Nasional",2026-02-28 02:00:54,observed,susenas_age5plus_internet_last_3_months,data/processed/bps/m28_stage2b_full_history/var-320/2024.json,357359e7c921f6624a0a4bbb8866178be9645b6ea2092fa870f3d0eb6e13ac3e
internet_access_age5plus,internet_access_age5plus,320,2025,125,595,Pernah Mengakses Internet,0,Persentase Penduduk Usia 5 Tahun Ke Atas yang Mengakses Internet dalam 3 Bulan Terakhir Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,,"Sumber : BPS, Survei Sosial Ekonomi Nasional",2026-02-28 02:00:54,observed,susenas_age5plus_internet_last_3_months,data/processed/bps/m28_stage2b_full_history/var-320/2025.json,0f1e390c2d1c640d45307815334253420897523103371cbf517cc98bdd117814
jkn_coverage,jkn_membership_coverage,763,2019,119,0,Tidak ada,0,Cakupan Kepesertaan Jaminan Kesehatan Nasional Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Catatan: Jaminan Kesehatan Nasional terdiri dari BPJS Mandiri maupun BPJS PBI,,2026-05-20 03:53:12,observed,jkn_membership_bpjs_mandiri_and_pbi,data/processed/bps/m28_stage2b_full_history/var-763/2019.json,4b6aec1611587c4f17c89888dcb357addaedb10ecfb9eb151fa4be20444f1627
jkn_coverage,jkn_membership_coverage,763,2020,120,0,Tidak ada,0,Cakupan Kepesertaan Jaminan Kesehatan Nasional Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Catatan: Jaminan Kesehatan Nasional terdiri dari BPJS Mandiri maupun BPJS PBI,,2026-05-20 03:53:12,observed,jkn_membership_bpjs_mandiri_and_pbi,data/processed/bps/m28_stage2b_full_history/var-763/2020.json,be86bad1dd1c62f9a6120d1a12a4bd9163a8ad0264d5ed09b0dd287612d0b222
jkn_coverage,jkn_membership_coverage,763,2021,121,0,Tidak ada,0,Cakupan Kepesertaan Jaminan Kesehatan Nasional Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Catatan: Jaminan Kesehatan Nasional terdiri dari BPJS Mandiri maupun BPJS PBI,,2026-05-20 03:53:12,observed,jkn_membership_bpjs_mandiri_and_pbi,data/processed/bps/m28_stage2b_full_history/var-763/2021.json,c37c9297faa13769e17b0210020a179da2a65df98ff1e5407691b2a1e55aecd9
jkn_coverage,jkn_membership_coverage,763,2022,122,0,Tidak ada,0,Cakupan Kepesertaan Jaminan Kesehatan Nasional Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Catatan: Jaminan Kesehatan Nasional terdiri dari BPJS Mandiri maupun BPJS PBI,,2026-05-20 03:53:12,observed,jkn_membership_bpjs_mandiri_and_pbi,data/processed/bps/m28_stage2b_full_history/var-763/2022.json,8f0ad455bdfbda58f5570bb79cb0dace9e19a4edbcbee06914390466ab68063e
jkn_coverage,jkn_membership_coverage,763,2023,123,0,Tidak ada,0,Cakupan Kepesertaan Jaminan Kesehatan Nasional Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Catatan: Jaminan Kesehatan Nasional terdiri dari BPJS Mandiri maupun BPJS PBI,,2026-05-20 03:53:12,observed,jkn_membership_bpjs_mandiri_and_pbi,data/processed/bps/m28_stage2b_full_history/var-763/2023.json,731c49d1e47bc3aea177f254162c39dc0189d320ed4f8a174d208e1a0904f1d8
jkn_coverage,jkn_membership_coverage,763,2024,124,0,Tidak ada,0,Cakupan Kepesertaan Jaminan Kesehatan Nasional Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Catatan: Jaminan Kesehatan Nasional terdiri dari BPJS Mandiri maupun BPJS PBI,,2026-05-20 03:53:12,observed,jkn_membership_bpjs_mandiri_and_pbi,data/processed/bps/m28_stage2b_full_history/var-763/2024.json,ddd3fc6a7a963c6574ae9ea5a6754325fd6f2e8939f599a1f5fa04bc8589e0ec
jkn_coverage,jkn_membership_coverage,763,2025,125,0,Tidak ada,0,Cakupan Kepesertaan Jaminan Kesehatan Nasional Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Catatan: Jaminan Kesehatan Nasional terdiri dari BPJS Mandiri maupun BPJS PBI,,2026-05-20 03:53:12,observed,jkn_membership_bpjs_mandiri_and_pbi,data/processed/bps/m28_stage2b_full_history/var-763/2025.json,3b4203c293b5a9b1e0b789feb339b66be07723115793b2cfe22c53bd15ff22b6
morbidity_rate,morbidity_rate,547,2018,118,0,Tidak ada,0,Angka Kesakitan/Morbiditas Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Sumber: Survei Sosial Ekonomi Nasional (Susenas),Data Dikutip dari Publikasi Statistik Kesejahteraan Rakyat Provinsi Sumatera Barat,2024-12-19 03:14:37,observed,susenas_morbidity,data/processed/bps/m28_stage2b_full_history/var-547/2018.json,db3e2c63281d3da2ad63217d2dca82bd2902af577da8b549b83e0954eec197b5
morbidity_rate,morbidity_rate,547,2019,119,0,Tidak ada,0,Angka Kesakitan/Morbiditas Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Sumber: Survei Sosial Ekonomi Nasional (Susenas),Data Dikutip dari Publikasi Statistik Kesejahteraan Rakyat Provinsi Sumatera Barat,2024-12-19 03:14:37,observed,susenas_morbidity,data/processed/bps/m28_stage2b_full_history/var-547/2019.json,33316cd0cc37ec622e0b154b62cf745db6c2c6c66c676fcc3cfeb349128e418f
morbidity_rate,morbidity_rate,547,2020,120,0,Tidak ada,0,Angka Kesakitan/Morbiditas Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Sumber: Survei Sosial Ekonomi Nasional (Susenas),Data Dikutip dari Publikasi Statistik Kesejahteraan Rakyat Provinsi Sumatera Barat,2024-12-19 03:14:37,observed,susenas_morbidity,data/processed/bps/m28_stage2b_full_history/var-547/2020.json,2ece435597a190e290c4deb53eaf00e20fbfbd0b95c869c99e9597f51b4d0825
morbidity_rate,morbidity_rate,547,2021,121,0,Tidak ada,0,Angka Kesakitan/Morbiditas Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Sumber: Survei Sosial Ekonomi Nasional (Susenas),Data Dikutip dari Publikasi Statistik Kesejahteraan Rakyat Provinsi Sumatera Barat,2024-12-19 03:14:37,observed,susenas_morbidity,data/processed/bps/m28_stage2b_full_history/var-547/2021.json,3b724a6805737f12e6f1e74572933853715a0f0413f4aece7f51994738f3e086
morbidity_rate,morbidity_rate,547,2022,122,0,Tidak ada,0,Angka Kesakitan/Morbiditas Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Sumber: Survei Sosial Ekonomi Nasional (Susenas),Data Dikutip dari Publikasi Statistik Kesejahteraan Rakyat Provinsi Sumatera Barat,2024-12-19 03:14:37,observed,susenas_morbidity,data/processed/bps/m28_stage2b_full_history/var-547/2022.json,9564a62daa105738f95982dcaeb1f80dca9795ce00a3547060e26e067bd3e2f3
morbidity_rate,morbidity_rate,547,2023,123,0,Tidak ada,0,Angka Kesakitan/Morbiditas Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Sumber: Survei Sosial Ekonomi Nasional (Susenas),Data Dikutip dari Publikasi Statistik Kesejahteraan Rakyat Provinsi Sumatera Barat,2024-12-19 03:14:37,observed,susenas_morbidity,data/processed/bps/m28_stage2b_full_history/var-547/2023.json,59dc488d933a3457e8f00c761b2c4d8c90f2c1b27cb59382c8b9a6514cfe89ef
morbidity_rate,morbidity_rate,547,2024,124,0,Tidak ada,0,Angka Kesakitan/Morbiditas Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Persen,Sumber: Survei Sosial Ekonomi Nasional (Susenas),Data Dikutip dari Publikasi Statistik Kesejahteraan Rakyat Provinsi Sumatera Barat,2024-12-19 03:14:37,observed,susenas_morbidity,data/processed/bps/m28_stage2b_full_history/var-547/2024.json,96b617a50b543612ec4d5c5d3675ca39991de5c860eaa708ae7c63e26b9a15b1
real_grdp_per_capita_2010,real_grdp_per_capita,169,2018,118,31,Harga Konstan 2010,0,[Seri 2010] Produk Domestik Regional Bruto per Kapita Menurut Kabupaten/Kota di Provinsi Sumatera Barat,Ribu Rupiah,,"2023: angka sangat sementara
<br/>
2024: angka sangat-sangat sementara",2025-02-28 05:26:10,observed_source_published,bps_grdp_per_capita_seri2010_constant_price,data/processed/bps/m28_stage2b_full_history/var-169/2018.json,c0871001bae5ce013575f2da0b72c38bec5390635b4b2a92f9c9ab718027dd6f
